Time/s,Azimuth/deg,Zenith/deg
207041,346.81,80.1364
207361,244.92,82.3513
207681,137.99,87.9973
208001,26.99,87.505
208321,282.04,86.5129
208641,177.3,91.9615
208961,66.239,94.2787
209281,317.65,90.79747
209601,213.12,92.5863
209921,103.61,97.1293
210241,352.82,93.9865
210561,247.68,90.77136
210881,140.58,94.1193
211201,29.041,93.8233
211521,282.7,87.9729
211841,178.7,87.625
212161,68.524,89.41142
212481,319.73,84.6555
212801,217.54,80.8676
213121,111.23,82.6703
213441,0.42317,80.7089
213761,256.77,75.369
214081,154.77,75.609
214401,45.007,76.136
214721,297.37,71.159
215041,197.3,68.968
215361,91.566,70.741
215681,341,67.384
216001,238.83,62.758
216321,137.95,64.036
216641,28.361,62.99
216961,281.54,56.767
217281,183.4,55.798
217601,78.58,57.193
217921,329.22,51.382
218241,229.58,46.786
218561,130.85,49.858
218881,23.632,47.732
219201,281.09,40.263
219521,185.92,42.434
219841,82.235,46.216
220161,338.78,40.874
220481,243.84,39.226
220801,141.48,46.622
221121,35.376,47.228
221441,297.98,43.771
221761,197.81,49.274
222081,88.802,54.568
222401,345.64,52.53
222721,247.73,54.185
223041,139.98,60.672
223361,31.365,61.168
223681,291.61,60.194
224001,188.46,65.338
224321,77.744,68.295
224641,333.31,66.463
224961,233.22,69.21
225281,124.62,73.946
225601,15.663,73.039
225921,274.58,73.277
226241,170.14,78.65
226561,59.263,80.0148
226881,314.18,78.492
227201,212.12,82.8051
227521,102.72,86.9774
227841,353.34,85.1254
228161,250.16,86.4749
228481,143.48,92.4008
228801,32.038,92.1539
229121,285.71,89.75124
229441,180.5,94.0835
229761,69.476,96.7916
230081,320.36,92.3555
230401,215.67,91.9801
230721,106.44,95.8837
231041,355.6,92.9453
231361,250.88,88.174
231681,144.92,90.050788
232001,33.624,90.092812
232321,287.29,84.1994
232641,184.69,82.7243
232961,75.656,84.4286
233281,326.3,80.3542
233601,224.6,76.204
233921,119.95,77.762
234241,9.1312,76.384
234561,264.69,71.122
234881,163.96,70.994
235201,55.21,71.846
235521,306.47,66.987
235841,206.56,64.253
236161,102.5,66.061
236481,351.86,62.836
236801,248.7,57.453
237121,149.48,58.494
237441,41.355,57.898
237761,293.8,50.995
238081,196.46,49.386
238401,94.042,51.846
238721,345.92,46.565
239041,246.61,40.996
239361,149.52,45.276
239681,43.969,45.508
240001,302.99,38.679
240321,207.75,40.898
240641,103.24,47.055
240961,359.55,44.261
241281,264.05,42.716
241601,160.37,50.141
241921,52.283,52.594
242241,312.82,50.054
242561,212.72,54.47
242881,102.95,59.961
243201,357.52,58.64
243521,258.93,59.614
243841,152.16,65.489
244161,42.329,66.335
244481,301.03,65.079
244801,198.86,69.624
245121,88.338,72.811
245441,342.3,71.03
245761,241.98,73.332
246081,134.44,78.34
246401,24.495,77.789
246721,282.05,77.651
247041,178.22,83.1731
247361,67.343,85.1507
247681,320.58,83.2413
248001,217.85,87.0371
248321,108.88,91.8556
248641,358.46,89.77077
248961,253.95,89.67532
249281,147.15,95.2758
249601,35.538,95.3142
249921,288.42,91.3111
250241,183.09,93.8249
250561,72.182,96.5921
250881,322.98,91.712
251201,218.84,89.32349
251521,110.46,92.2828
251841,359.56,89.85896
252161,255.32,84.3168
252481,150.91,85.0612
252801,40.117,85.432
253121,293.33,79.938
253441,191.94,77.816
253761,84.266,79.552
254081,334.27,76.111
254401,232.5,71.762
254721,129.44,73.134
255041,18.888,72.213
255361,273.31,66.878
255681,173.59,66.304
256001,66.15,67.393
256321,316.52,62.449
256641,216.41,58.981
256961,114.28,60.851
257281,4.217,57.814
257601,260.07,51.464
257921,162.57,52.371
258241,56.517,52.745
258561,309.28,45.518
258881,212.65,43.236
259201,112.3,47.426
259521,6.0124,43.845
259841,267.83,37.949
260161,170.73,43.214
260481,65.153,46.273
260801,324.63,41.285
261121,228.71,43.126
261441,122.45,50.442
261761,16.881,49.816
262081,279.93,48.458
262401,176.21,55.023
262721,66.498,58.336
263041,324.75,56.303
263361,224.96,59.715
263681,115.4,65.007
264001,8.1306,64.049
264321,268.71,64.447
264641,163.2,69.87
264961,52.675,71.028
265281,309.84,69.556
265601,208.31,73.73
265921,98.326,77.307
266241,350.81,75.647
266561,249.79,77.569
266881,143.2,83.0042
267201,32.498,82.8516
267521,288.44,82.1694
267841,184.68,87.6641
268161,73.933,90.29453
268481,325.66,87.7276
268801,221.95,90.39145
269121,113.13,95.5442
269441,2.118,93.2271
269761,256.72,91.2136
270081,149.85,95.7079
270401,38.216,96.0648
270721,290.97,90.79048
